"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","us-bibliographic-data-grant.us-term-of-grant.length-of-grant","us-bibliographic-data-grant.classification-locarno.edition","us-bibliographic-data-grant.classification-locarno.main-classification","us-bibliographic-data-grant.classification-national.country","us-bibliographic-data-grant.classification-national.main-classification","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.figures.number-of-drawing-sheets","us-bibliographic-data-grant.figures.number-of-figures","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","drawings..attrs.id","description..attrs.id","us-claim-statement","claims1","claims.id","claims.num","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","D0786581","S1","20170516","US","29552980","20160127","design","29","15","10","2102","US","D 6552","Mu-rack","d2e53","1","1","7","8","Houston","US","US","001","applicant","us-only","Lien","Louis","Bellaire","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a mu-rack, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786581-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786582","S1","20170516","US","29559344","20160328","design","29","15","10","0808","US","D 6552","Surfboard beach stand","d2e53","1","1","7","7","Escondido","US","US","001","applicant","us-only","Schumacher","Stuart","Escondido","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a surfboard beach stand, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786582-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786583","S1","20170516","US","29552640","20160125","design","29","15","10","0609","US","D 6598","Rabbit character blanket","d2e53","1","1","3","7","Seoul","KR","KR","001","applicant","us-only","Lee","Nam Jin","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a rabbit character blanket, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786583-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786584","S1","20170516","US","29535521","20150807","design","29","15","10","0609","US","D 6601","Pillow","d2e53","1","1","3","5","Waterford","US","US","001","applicant","us-only","Beliveau","John A.","Morresville","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a pillow, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786584-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786585","S1","20170516","US","29572943","20160801","design","29","15","10","0613","US","D 6608","Hand worn towel","d2e53","1","1","5","7","Cheney","US","US","001","applicant","us-only","Wentz","Laura","Cheney","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a hand worn towel, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786585-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786586","S1","20170516","US","29556648","20160302","design","29","15","10","0603","US","D 6641","Modular desk","d2e53","1","1","9","11","New York","US","US","001","applicant","us-only","Rosan","Arnon","New York","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a modular desk, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786586-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786587","S1","20170516","US","29575495","20160825","design","29","15","10","0604","US","D 6672","Article of furniture","d2e53","1","1","5","7","East Greenville","US","US","001","applicant","us-only","Udagawa","Masamichi","New York","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an article of furniture, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786587-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786588","S1","20170516","US","29550318","20151231","design","29","15","10","0606","US","D 6675","Product tray","d2e53","1","1","4","7","West Linn","US","US","001","applicant","us-only","Knapp","Troy","West Linn","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a product tray, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786588-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786589","S1","20170516","US","29542721","20151016","design","29","15","10","0604","US","D 66752","Product display","d2e71","1","1","5","7","Mexico","MX","MX","001","applicant","us-only","Arzaluz","Karla Janet Aranda","Metepec","MX","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for product display, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786589-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786590","S1","20170516","US","29544130","20151030","design","29","15","10","0606","US","D 6677","Ball display case","d2e53","1","1","24","24","Henrico","US","US","001","applicant","us-only","Cook","Deanna D.","Henrico","US","001","us-only","DRAWINGS","description","CLAIM","I claim the ornamental design for a ball display case, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786590-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786591","S1","20170516","US","29536127","20150813","design","29","15","10","0604","US","D 6691","Table","d2e53","1","1","3","6","Jasper","US","US","001","applicant","us-only","Grabowski","Daniel","East Grand Rapids","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a table, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786591-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786592","S1","20170516","US","29537980","20150831","design","29","15","10","0603","US","D 66917","Table","d2e53","1","1","4","4","Bari","IT","IT","001","applicant","us-only","Bettin","Dario","Bari","IT","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a table, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786592-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786593","S1","20170516","US","29545396","20151112","design","29","15","10","0603","US","D 66924","Hookah table","d2e53","1","1","5","5","Ras Tanura","SA","SA","001","applicant","us-only","Almaghlouth","Tawfiq","Ras Tanura","SA","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a hookah table, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786593-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786594","S1","20170516","US","29545102","20151110","design","29","15","10","0603","US","D 6702","Desk","d2e71","1","1","8","8","Yokohama-shi, Kanagawa","JP","JP","001","applicant","us-only","Yamamoto","Takayuki","Yokohama","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a desk, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786594-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786595","S1","20170516","US","29502419","20140916","design","29","14","10","0606","US","D 670718","Furniture top","d2e53","1","1","5","7","Taos","US","US","001","applicant","us-only","Mingenbach","William Alexander","Taos","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a furniture top, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786595-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786596","S1","20170516","US","29572875","20160801","design","29","15","10","0601","US","D 6716","Letter O chair","d2e53","1","1","6","6","Grimes","US","US","001","applicant","us-only","Nelson","Keith","Grimes","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for the letter O chair, substantially as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786596-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786597","S1","20170516","US","29569599","20160629","design","29","15","10","0601","US","D 67162","Armrest","d2e53","1","1","3","6","Temple Terrace","US","US","001","applicant","us-only","Gao","Thomas","Temple Terrace","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an armrest, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786597-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786598","S1","20170516","US","29499491","20140815","design","29","14","10","0601","US","D 67164","Vehicle seat","d2e71","1","1","11","11","Tokyo","JP","JP","001","applicant","us-only","Ishii","Atsushi","Tokyo","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a vehicle seat, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786598-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786599","S1","20170516","US","29499494","20140815","design","29","14","10","0601","US","D 67164","Vehicle seat","d2e71","1","1","9","9","Tokyo","JP","JP","001","applicant","us-only","Ishii","Atsushi","Tokyo","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a vehicle seat, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786599-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786600","S1","20170516","US","29499510","20140815","design","29","14","10","0601","US","D 67164","Vehicle seat","d2e71","1","1","9","9","Tokyo","JP","JP","001","applicant","us-only","Ishii","Atsushi","Tokyo","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a vehicle seat, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786600-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786601","S1","20170516","US","29499515","20140815","design","29","14","10","0601","US","D 67164","Vehicle seat","d2e71","1","1","9","9","Tokyo","JP","JP","001","applicant","us-only","Ishii","Atsushi","Tokyo","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a vehicle seat, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786601-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786602","S1","20170516","US","29556371","20160229","design","29","15","10","0701","US","D 7306","Hot beverage appliance","d2e53","1","1","3","6","Boca Raton","US","US","001","applicant","us-only","Palermo","Joseph","Boynton Beach","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a hot beverage appliance, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786602-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786603","S1","20170516","US","29569579","20160629","design","29","15","10","0701","US","D 7306","Hot beverage maker","d2e53","1","1","6","6","Boca Raton","US","US","001","applicant","us-only","Palermo","Joseph","Boynton Beach","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for the hot beverage maker, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786603-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786604","S1","20170516","US","29550088","20151230","design","29","15","10","0806","US","D 7311","Knob for a gas appliance","d2e55","1","1","8","14","Downers Grove","US","US","001","applicant","us-only","Lira-Nunez","Carmen O.","Downers Grove","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a knob for a gas appliance, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786604-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786605","S1","20170516","US","29554812","20160216","design","29","15","10","0701","US","D 7316","Coffeepot","d2e71","1","1","7","7","Triengen","CH","CH","001","applicant","us-only","Bodum","Jorgen","Meggen","CH","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a coffeepot, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786605-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786606","S1","20170516","US","29580424","20161010","design","29","15","10","0701","US","D 7318","Coffee maker","d2e71","1","1","7","7","Triengen","CH","CH","001","applicant","us-only","Bodum","Jorgen","Meggen","CH","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a coffee maker, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786606-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786607","S1","20170516","US","29559686","20160330","design","29","15","10","0701","US","D 7323","Food transport container","d2e53","1","1","3","7","Huntington Beach","US","US","001","applicant","us-only","Maddux","Larry","Westminster","US","001","us-only","DRAWINGS","description","CLAIM","I claim the ornamental design for a food transport container, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786607-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786608","S1","20170516","US","29534850","20150731","design","29","15","10","0702","US","D 7340","Gas oven range","d2e71","1","1","6","7","Seoul","KR","KR","001","applicant","us-only","Cho","Sangwoog","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a gas oven range, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786608-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786609","S1","20170516","US","29534852","20150731","design","29","15","10","0702","US","D 7340","Gas oven range","d2e71","1","1","6","7","Seoul","KR","KR","001","applicant","us-only","Cho","Sangwoog","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a gas oven range, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786609-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786610","S1","20170516","US","29545977","20151118","design","29","15","10","0702","US","D 7346","Appliance cooktop with interface","d2e53","1","1","2","2","Schenectady","US","US","001","applicant","us-only","Koehler","Elliott Dean","Louisville","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an appliance cooktop with interface, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786610-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786611","S1","20170516","US","29547487","20151204","design","29","15","10","0702","US","D 7348","Oven","d2e53","1","1","8","8","Irvine","US","US","001","applicant","us-only","Funnell, II","Richard W.","Corona del Mar","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an oven and/or component thereof, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786611-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
