"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","NA","NA","NA","NA","NA","NA","NA","description..attrs.id","us-claim-statement","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","D0786581","S1","20170516","US","29552980","20160127","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mu-rack","d2e53","1","1","Houston","US","US","001","applicant","us-only","Lien","Louis","Bellaire","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786581-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786582","S1","20170516","US","29559344","20160328","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surfboard beach stand","d2e53","1","1","Escondido","US","US","001","applicant","us-only","Schumacher","Stuart","Escondido","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786582-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786583","S1","20170516","US","29552640","20160125","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rabbit character blanket","d2e53","1","1","Seoul","KR","KR","001","applicant","us-only","Lee","Nam Jin","Seoul","KR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786583-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786584","S1","20170516","US","29535521","20150807","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pillow","d2e53","1","1","Waterford","US","US","001","applicant","us-only","Beliveau","John A.","Morresville","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786584-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786585","S1","20170516","US","29572943","20160801","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand worn towel","d2e53","1","1","Cheney","US","US","001","applicant","us-only","Wentz","Laura","Cheney","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786585-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786586","S1","20170516","US","29556648","20160302","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Modular desk","d2e53","1","1","New York","US","US","001","applicant","us-only","Rosan","Arnon","New York","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786586-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786587","S1","20170516","US","29575495","20160825","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Article of furniture","d2e53","1","1","East Greenville","US","US","001","applicant","us-only","Udagawa","Masamichi","New York","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786587-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786588","S1","20170516","US","29550318","20151231","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Product tray","d2e53","1","1","West Linn","US","US","001","applicant","us-only","Knapp","Troy","West Linn","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786588-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786589","S1","20170516","US","29542721","20151016","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Product display","d2e71","1","1","Mexico","MX","MX","001","applicant","us-only","Arzaluz","Karla Janet Aranda","Metepec","MX","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786589-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786590","S1","20170516","US","29544130","20151030","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ball display case","d2e53","1","1","Henrico","US","US","001","applicant","us-only","Cook","Deanna D.","Henrico","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786590-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786591","S1","20170516","US","29536127","20150813","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table","d2e53","1","1","Jasper","US","US","001","applicant","us-only","Grabowski","Daniel","East Grand Rapids","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786591-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786592","S1","20170516","US","29537980","20150831","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table","d2e53","1","1","Bari","IT","IT","001","applicant","us-only","Bettin","Dario","Bari","IT","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786592-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786593","S1","20170516","US","29545396","20151112","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hookah table","d2e53","1","1","Ras Tanura","SA","SA","001","applicant","us-only","Almaghlouth","Tawfiq","Ras Tanura","SA","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786593-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786594","S1","20170516","US","29545102","20151110","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desk","d2e71","1","1","Yokohama-shi, Kanagawa","JP","JP","001","applicant","us-only","Yamamoto","Takayuki","Yokohama","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786594-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786595","S1","20170516","US","29502419","20140916","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Furniture top","d2e53","1","1","Taos","US","US","001","applicant","us-only","Mingenbach","William Alexander","Taos","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786595-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786596","S1","20170516","US","29572875","20160801","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Letter O chair","d2e53","1","1","Grimes","US","US","001","applicant","us-only","Nelson","Keith","Grimes","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786596-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786597","S1","20170516","US","29569599","20160629","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armrest","d2e53","1","1","Temple Terrace","US","US","001","applicant","us-only","Gao","Thomas","Temple Terrace","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786597-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786598","S1","20170516","US","29499491","20140815","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle seat","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Ishii","Atsushi","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786598-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786599","S1","20170516","US","29499494","20140815","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle seat","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Ishii","Atsushi","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786599-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786600","S1","20170516","US","29499510","20140815","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle seat","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Ishii","Atsushi","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786600-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786601","S1","20170516","US","29499515","20140815","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle seat","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Ishii","Atsushi","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786601-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786602","S1","20170516","US","29556371","20160229","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hot beverage appliance","d2e53","1","1","Boca Raton","US","US","001","applicant","us-only","Palermo","Joseph","Boynton Beach","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786602-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786603","S1","20170516","US","29569579","20160629","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hot beverage maker","d2e53","1","1","Boca Raton","US","US","001","applicant","us-only","Palermo","Joseph","Boynton Beach","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786603-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786604","S1","20170516","US","29550088","20151230","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Knob for a gas appliance","d2e55","1","1","Downers Grove","US","US","001","applicant","us-only","Lira-Nunez","Carmen O.","Downers Grove","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786604-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786605","S1","20170516","US","29554812","20160216","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coffeepot","d2e71","1","1","Triengen","CH","CH","001","applicant","us-only","Bodum","Jorgen","Meggen","CH","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786605-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786606","S1","20170516","US","29580424","20161010","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coffee maker","d2e71","1","1","Triengen","CH","CH","001","applicant","us-only","Bodum","Jorgen","Meggen","CH","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786606-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786607","S1","20170516","US","29559686","20160330","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food transport container","d2e53","1","1","Huntington Beach","US","US","001","applicant","us-only","Maddux","Larry","Westminster","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786607-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786608","S1","20170516","US","29534850","20150731","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gas oven range","d2e71","1","1","Seoul","KR","KR","001","applicant","us-only","Cho","Sangwoog","Seoul","KR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786608-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786609","S1","20170516","US","29534852","20150731","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gas oven range","d2e71","1","1","Seoul","KR","KR","001","applicant","us-only","Cho","Sangwoog","Seoul","KR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786609-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786610","S1","20170516","US","29545977","20151118","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Appliance cooktop with interface","d2e53","1","1","Schenectady","US","US","001","applicant","us-only","Koehler","Elliott Dean","Louisville","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786610-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786611","S1","20170516","US","29547487","20151204","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oven","d2e53","1","1","Irvine","US","US","001","applicant","us-only","Funnell, II","Richard W.","Corona del Mar","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786611-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786612","S1","20170516","US","29545157","20151110","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cooking vessel","d2e53","1","1","Chadstone, Victoria","AU","AU","001","applicant","us-only","Esteban Bautista","Jose Antonio","Chadstone","AU","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786612-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786613","S1","20170516","US","29579859","20161004","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blender","d2e53","1","1","Benton Harbor","US","US","001","applicant","us-only","McConnell","John W.","St. Joseph","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786613-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786614","S1","20170516","US","29527670","20150521","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blender","d2e53","1","1","Newton","US","US","001","applicant","us-only","Smith","Cory R.","Aburndale","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786614-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786615","S1","20170516","US","29562901","20160429","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blender base","d2e53","1","1","Fujian","CN","CN","001","applicant","us-only","Tsai","Menghsun","Tainan","TW","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786615-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786616","S1","20170516","US","29426202","20120702","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bar gun","d2e55","1","1","Bulverde","US","US","001","applicant","us-only","Brown","Sam","Bulverde","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786616-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786617","S1","20170516","US","29566719","20160602","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bottle with bottom cup","d2e53","1","1","Chicago","US","US","001","applicant","us-only","Breit","Oliver","Discovery Bay","HK","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786617-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786618","S1","20170516","US","29568372","20160617","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trainer straw cup","d2e90","1","1","Northumberland","GB","GB","001","applicant","us-only","Parker","Richard","Newcastle Upon Tyne","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786618-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786619","S1","20170516","US","29546488","20151123","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beverage container","d2e53","1","1","Chicago","US","US","001","applicant","us-only","Joseph","David","St. Charles","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786619-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786620","S1","20170516","US","29556689","20160302","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water bottle","d2e53","1","1","Hoboken","US","US","001","applicant","us-only","Nickley","William","Jersey City","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786620-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786621","S1","20170516","US","29568177","20160615","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tray for beverage maker or dispenser","d2e53","1","1","Victoria","CA","CA","001","applicant","us-only","Davis","Cal","Victoria","CA","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786621-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786622","S1","20170516","US","29539597","20150916","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bowl","d2e71","1","1","Saint Uze","FR","FR","001","applicant","us-only","Passot","M. Olivier","Saint Uze","FR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786622-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786623","S1","20170516","US","29539601","20150916","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plate","d2e71","1","1","Saint Uze","FR","FR","001","applicant","us-only","Passot","M. Olivier","Saint Uze","FR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786623-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786624","S1","20170516","US","29539604","20150916","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bowl","d2e71","1","1","Saint Uze","FR","FR","001","applicant","us-only","Passot","M. Olivier","Saint Uze","FR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786624-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786625","S1","20170516","US","29539603","20150916","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plate with relief pattern","d2e71","1","1","Saint Uze","FR","FR","001","applicant","us-only","Passot","M. Olivier","Saint Uze","FR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786625-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786626","S1","20170516","US","29549318","20151221","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cooler","d2e53","1","1","Avon","US","US","001","applicant","us-only","Golic","Jacob Kenneth","Avon","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786626-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786627","S1","20170516","US","29561668","20160419","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insulated cooler","d2e53","1","1","Palm Beach Gardens","US","US","001","applicant","us-only","Thuma","Michael","La Grange","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786627-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786628","S1","20170516","US","29550642","20160106","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wine bottle holder","d2e53","1","1","Hyde Park","US","US","001","applicant","us-only","Chisholm","Mike","Hyde Park","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786628-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786629","S1","20170516","US","29560764","20160410","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drawer organizer","d2e53","1","1","Torrance","US","US","001","applicant","us-only","Hsu","Li-Han","Torrance","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786629-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
